Candidate,dt,vote_intention
Evandro Leitão,2024-09-01,0.17862764618040822
José Sarto,2024-09-01,0.0952135851232512
André Fernandes,2024-09-02,0.41026845347471286
Capitão Wagner,2024-09-02,0.24846258660735382
Evandro Leitão,2024-09-02,0.18075228568468893
José Sarto,2024-09-02,0.1605166742332444
André Fernandes,2024-09-03,0.38070743335577995
Capitão Wagner,2024-09-03,0.2641509117372808
Evandro Leitão,2024-09-03,0.23344773170859773
José Sarto,2024-09-03,0.12169392319834157
André Fernandes,2024-09-04,0.40909947093080457
Capitão Wagner,2024-09-04,0.230992830190922
Evandro Leitão,2024-09-04,0.20390110804867448
José Sarto,2024-09-04,0.15600659082959903
André Fernandes,2024-09-05,0.2913448883096478
Capitão Wagner,2024-09-05,0.2789743684334451
Evandro Leitão,2024-09-05,0.29538838074168716
José Sarto,2024-09-05,0.13429236251521998
André Fernandes,2024-09-06,0.34367482923890413
Capitão Wagner,2024-09-06,0.2996881282111032
Evandro Leitão,2024-09-06,0.20907736170894933
José Sarto,2024-09-06,0.1475596808410433
André Fernandes,2024-09-07,0.3332774703026095
Capitão Wagner,2024-09-07,0.3397724013764386
Evandro Leitão,2024-09-07,0.21053169292860927
José Sarto,2024-09-07,0.11641843539234258
André Fernandes,2024-09-08,0.28438592638930643
Capitão Wagner,2024-09-08,0.34219277457654723
Evandro Leitão,2024-09-08,0.2968793753216167
José Sarto,2024-09-08,0.07654192371252963
André Fernandes,2024-09-09,0.31654421093623725
Capitão Wagner,2024-09-09,0.31070766290860424
Evandro Leitão,2024-09-09,0.22550530100997448
José Sarto,2024-09-09,0.14724282514518397
André Fernandes,2024-09-10,0.3569788657444057
Capitão Wagner,2024-09-10,0.28027966436709334
Evandro Leitão,2024-09-10,0.22063249615558714
José Sarto,2024-09-10,0.14210897373291384
André Fernandes,2024-09-11,0.3108097473467161
Capitão Wagner,2024-09-11,0.33904442438042504
Evandro Leitão,2024-09-11,0.23830297837445769
José Sarto,2024-09-11,0.1118428498984011
André Fernandes,2024-09-12,0.3116452558998527
Capitão Wagner,2024-09-12,0.3207813083166319
Evandro Leitão,2024-09-12,0.26862507642125183
José Sarto,2024-09-12,0.09894835936226355
André Fernandes,2024-09-13,0.26676763480136384
Capitão Wagner,2024-09-13,0.3108423694289813
Evandro Leitão,2024-09-13,0.2970960038085953
José Sarto,2024-09-13,0.12529399196105956
André Fernandes,2024-09-14,0.2883826084701065
Capitão Wagner,2024-09-14,0.2730791327314064
Evandro Leitão,2024-09-14,0.31627236112811125
José Sarto,2024-09-14,0.12226589767037588
André Fernandes,2024-09-15,0.32077667527806064
Capitão Wagner,2024-09-15,0.2253222816517603
Evandro Leitão,2024-09-15,0.31294073569700853
José Sarto,2024-09-15,0.1409603073731705
André Fernandes,2024-09-16,0.32810042693938013
Capitão Wagner,2024-09-16,0.2622904184979233
Evandro Leitão,2024-09-16,0.34767200282911037
José Sarto,2024-09-16,0.06193715173358618
André Fernandes,2024-09-17,0.32487119217541155
Capitão Wagner,2024-09-17,0.18432998991581617
Evandro Leitão,2024-09-17,0.3533859063494606
José Sarto,2024-09-17,0.13741291155931173
André Fernandes,2024-09-18,0.3346073840180863
Capitão Wagner,2024-09-18,0.2352308050460244
Evandro Leitão,2024-09-18,0.3684982267146794
José Sarto,2024-09-18,0.061663584221209856
André Fernandes,2024-09-19,0.3854927376999335
Capitão Wagner,2024-09-19,0.2026576775987267
Evandro Leitão,2024-09-19,0.27185016268357803
José Sarto,2024-09-19,0.13999942201776175
André Fernandes,2024-09-20,0.31287937770288754
Capitão Wagner,2024-09-20,0.3025528978767287
Evandro Leitão,2024-09-20,0.2546545338350764
José Sarto,2024-09-20,0.1299131905853074
André Fernandes,2024-09-21,0.37170505688805455
Capitão Wagner,2024-09-21,0.2512519762852573
Evandro Leitão,2024-09-21,0.19027644839883867
José Sarto,2024-09-21,0.18676651842784944
André Fernandes,2024-09-22,0.3831195747947084
Capitão Wagner,2024-09-22,0.25370723700031367
Evandro Leitão,2024-09-22,0.20056572597450958
José Sarto,2024-09-22,0.16260746223046837
André Fernandes,2024-09-23,0.4088407828136596
Capitão Wagner,2024-09-23,0.24078216911769146
Evandro Leitão,2024-09-23,0.23899612399549888
José Sarto,2024-09-23,0.11138092407315008
André Fernandes,2024-09-24,0.3544852723874336
Capitão Wagner,2024-09-24,0.20425239035180603
Evandro Leitão,2024-09-24,0.2984606610185786
José Sarto,2024-09-24,0.1428016762421817
André Fernandes,2024-09-25,0.3445525418968468
Capitão Wagner,2024-09-25,0.27921804683472623
Evandro Leitão,2024-09-25,0.2315656215190268
José Sarto,2024-09-25,0.14466378974940017
André Fernandes,2024-09-26,0.3922410219962448
Capitão Wagner,2024-09-26,0.20071864673631548
Evandro Leitão,2024-09-26,0.20852783620376775
José Sarto,2024-09-26,0.19851249506367202
André Fernandes,2024-09-27,0.3688968231453894
Capitão Wagner,2024-09-27,0.15713560843730995
Evandro Leitão,2024-09-27,0.27445795949870094
José Sarto,2024-09-27,0.19950960891859973
André Fernandes,2024-09-28,0.3986763974025177
Capitão Wagner,2024-09-28,0.20843381292761903
Evandro Leitão,2024-09-28,0.2555401617349026
José Sarto,2024-09-28,0.13734962793496064
André Fernandes,2024-09-29,0.3550491573245687
Capitão Wagner,2024-09-29,0.15446423294509748
Evandro Leitão,2024-09-29,0.2556847173999972
José Sarto,2024-09-29,0.2348018923303366
André Fernandes,2024-09-30,0.3547575861616852
Capitão Wagner,2024-09-30,0.14412158698159236
Evandro Leitão,2024-09-30,0.31969808785426795
José Sarto,2024-09-30,0.18142273900245454
André Fernandes,2024-10-01,0.3217179625290968
Capitão Wagner,2024-10-01,0.17058606680436358
Evandro Leitão,2024-10-01,0.33672389238082345
José Sarto,2024-10-01,0.17097207828571614
André Fernandes,2024-10-02,0.4159537810644324
Capitão Wagner,2024-10-02,0.15287760118534463
Evandro Leitão,2024-10-02,0.2517135022855937
José Sarto,2024-10-02,0.17945511546462925
André Fernandes,2024-10-03,0.3485170748916476
Capitão Wagner,2024-10-03,0.10841339156064897
Evandro Leitão,2024-10-03,0.2933697327330561
José Sarto,2024-10-03,0.2496998008146473
André Fernandes,2024-10-04,0.39137661343887525
Capitão Wagner,2024-10-04,0.1006454276595368
Evandro Leitão,2024-10-04,0.3293151667249064
José Sarto,2024-10-04,0.1786627921766816
André Fernandes,2024-10-05,0.3398734714122091
Capitão Wagner,2024-10-05,0.1223736044358558
Evandro Leitão,2024-10-05,0.3408299262712015
José Sarto,2024-10-05,0.19692299788073359
